sample_id value control batch marker type flagged_batch batch_effect cols
PTLG027_Unstim_Control_2 1.1738600140974729 Unstim_Control_2 PTLG027 CD11b -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.9898695666738404 IFNa_LPS_Control_1 PTLG028 CD11b -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 1.2818906524993072 IFNa_LPS_Control_2 PTLG028 CD11b -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.9793774217876363 Unstim_Control_1 PTLG028 CD11b -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 1.246668185161643 Unstim_Control_2 PTLG028 CD11b -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.952858545722584 IFNa_LPS_Control_1 PTLG030 CD11b -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 1.2429632189653312 IFNa_LPS_Control_2 PTLG030 CD11b -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.9262580475770978 Unstim_Control_1 PTLG030 CD11b -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 1.227267313081477 Unstim_Control_2 PTLG030 CD11b -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 1.03356716453749 IFNa_LPS_Control_1 PTLG031 CD11b -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 1.3059719772270517 IFNa_LPS_Control_2 PTLG031 CD11b -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 1.033573849973776 Unstim_Control_1 PTLG031 CD11b -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 1.2714796807805502 Unstim_Control_2 PTLG031 CD11b -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 1.0119322310031391 IFNa_LPS_Control_1 PTLG032 CD11b -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 1.297595142174355 IFNa_LPS_Control_2 PTLG032 CD11b -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 1.0013765226330904 Unstim_Control_1 PTLG032 CD11b -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 1.2487349253955078 Unstim_Control_2 PTLG032 CD11b -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.809212394353247 IFNa_LPS_Control_1 PTLG033 CD11b -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 1.1470389313017002 IFNa_LPS_Control_2 PTLG033 CD11b -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.7504142216769919 Unstim_Control_1 PTLG033 CD11b -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 1.0929277973438545 Unstim_Control_2 PTLG033 CD11b -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0.9470131584098022 IFNa_LPS_Control_1 PTLG034 CD11b -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 1.265142828929044 IFNa_LPS_Control_2 PTLG034 CD11b -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.8923029392712244 Unstim_Control_1 PTLG034 CD11b -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 1.1974743663300194 Unstim_Control_2 PTLG034 CD11b -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.20830345389500246 IFNa_LPS_Control_1 PTLG021 CD4 -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.23670960794923382 IFNa_LPS_Control_2 PTLG021 CD4 -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.24052004689835216 Unstim_Control_1 PTLG021 CD4 -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.2547470524118907 Unstim_Control_2 PTLG021 CD4 -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.2401242645349974 IFNa_LPS_Control_1 PTLG025 CD4 -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0.27002667018964926 IFNa_LPS_Control_2 PTLG025 CD4 -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.27367119912683247 Unstim_Control_1 PTLG025 CD4 -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.2944233664187387 Unstim_Control_2 PTLG025 CD4 -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.22954932339793988 IFNa_LPS_Control_1 PTLG026 CD4 -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.2550555737329406 IFNa_LPS_Control_2 PTLG026 CD4 -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.26729708140720765 Unstim_Control_1 PTLG026 CD4 -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.27761357612422455 Unstim_Control_2 PTLG026 CD4 -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0.25662327829324455 IFNa_LPS_Control_1 PTLG027 CD4 -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.29268852174358717 IFNa_LPS_Control_2 PTLG027 CD4 -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.30274525629495685 Unstim_Control_1 PTLG027 CD4 -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.31427045259324965 Unstim_Control_2 PTLG027 CD4 -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.2321326879136574 IFNa_LPS_Control_1 PTLG028 CD4 -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.25083692264611107 IFNa_LPS_Control_2 PTLG028 CD4 -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.2627345082719157 Unstim_Control_1 PTLG028 CD4 -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.2753017536833639 Unstim_Control_2 PTLG028 CD4 -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.24121636445974096 IFNa_LPS_Control_1 PTLG030 CD4 -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.26183781845022946 IFNa_LPS_Control_2 PTLG030 CD4 -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.2532589694362503 Unstim_Control_1 PTLG030 CD4 -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.2756893313113511 Unstim_Control_2 PTLG030 CD4 -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.26811791884397573 IFNa_LPS_Control_1 PTLG031 CD4 -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.2911985758734385 IFNa_LPS_Control_2 PTLG031 CD4 -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.2837552487605545 Unstim_Control_1 PTLG031 CD4 -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.30087612108016226 Unstim_Control_2 PTLG031 CD4 -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0.3148162675265004 IFNa_LPS_Control_1 PTLG032 CD4 -MFI PTLG032 1 #8E000C
PTLG032_IFNa_LPS_Control_2 0.3287971752934525 IFNa_LPS_Control_2 PTLG032 CD4 -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.3319348849734922 Unstim_Control_1 PTLG032 CD4 -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.3534846261783515 Unstim_Control_2 PTLG032 CD4 -MFI PTLG032 1 #8E000C
PTLG033_IFNa_LPS_Control_1 0.22531674577127384 IFNa_LPS_Control_1 PTLG033 CD4 -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0.25210027262864154 IFNa_LPS_Control_2 PTLG033 CD4 -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.21214199753145496 Unstim_Control_1 PTLG033 CD4 -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.2543515710758789 Unstim_Control_2 PTLG033 CD4 -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0.23764998771487972 IFNa_LPS_Control_1 PTLG034 CD4 -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.28609814185815524 IFNa_LPS_Control_2 PTLG034 CD4 -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.22462398263564165 Unstim_Control_1 PTLG034 CD4 -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0.27097920890785576 Unstim_Control_2 PTLG034 CD4 -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.14706419312251254 IFNa_LPS_Control_1 PTLG021 CD8a -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.18325609828422365 IFNa_LPS_Control_2 PTLG021 CD8a -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.15484728716453008 Unstim_Control_1 PTLG021 CD8a -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.19437618993367223 Unstim_Control_2 PTLG021 CD8a -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.15682120643419695 IFNa_LPS_Control_1 PTLG025 CD8a -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0.19666807019705565 IFNa_LPS_Control_2 PTLG025 CD8a -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.16546871686936782 Unstim_Control_1 PTLG025 CD8a -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.203832014384559 Unstim_Control_2 PTLG025 CD8a -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.17547105467933855 IFNa_LPS_Control_1 PTLG026 CD8a -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.23551938764251484 IFNa_LPS_Control_2 PTLG026 CD8a -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.19034436404749508 Unstim_Control_1 PTLG026 CD8a -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.23260236682854069 Unstim_Control_2 PTLG026 CD8a -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0.17838257184973652 IFNa_LPS_Control_1 PTLG027 CD8a -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.23553137972862825 IFNa_LPS_Control_2 PTLG027 CD8a -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.1915608282884479 Unstim_Control_1 PTLG027 CD8a -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.2332657250266555 Unstim_Control_2 PTLG027 CD8a -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.148266123738032 IFNa_LPS_Control_1 PTLG028 CD8a -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.17790035299349322 IFNa_LPS_Control_2 PTLG028 CD8a -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.15651819538813103 Unstim_Control_1 PTLG028 CD8a -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.18473313430503105 Unstim_Control_2 PTLG028 CD8a -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.15718127770602658 IFNa_LPS_Control_1 PTLG030 CD8a -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.1838322676059306 IFNa_LPS_Control_2 PTLG030 CD8a -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.15562068996162295 Unstim_Control_1 PTLG030 CD8a -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.18373694106045096 Unstim_Control_2 PTLG030 CD8a -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.18116756922333216 IFNa_LPS_Control_1 PTLG031 CD8a -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.2201036468978291 IFNa_LPS_Control_2 PTLG031 CD8a -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.18736385184692586 Unstim_Control_1 PTLG031 CD8a -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.21872011424911747 Unstim_Control_2 PTLG031 CD8a -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0.18251490502566337 IFNa_LPS_Control_1 PTLG032 CD8a -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.2315301722477695 IFNa_LPS_Control_2 PTLG032 CD8a -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.19313180016254647 Unstim_Control_1 PTLG032 CD8a -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.2274665392849003 Unstim_Control_2 PTLG032 CD8a -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.15710327850035996 IFNa_LPS_Control_1 PTLG033 CD8a -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0.19499573798451858 IFNa_LPS_Control_2 PTLG033 CD8a -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.14839886064253888 Unstim_Control_1 PTLG033 CD8a -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.18515848526253614 Unstim_Control_2 PTLG033 CD8a -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0.1435488868538904 IFNa_LPS_Control_1 PTLG034 CD8a -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.19602141906579026 IFNa_LPS_Control_2 PTLG034 CD8a -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.1392162588477085 Unstim_Control_1 PTLG034 CD8a -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0.1705180591568757 Unstim_Control_2 PTLG034 CD8a -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.3098533771558698 IFNa_LPS_Control_1 PTLG021 CD11c -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.40287999932931007 IFNa_LPS_Control_2 PTLG021 CD11c -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.37010710456240625 Unstim_Control_1 PTLG021 CD11c -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.3601278442757182 Unstim_Control_2 PTLG021 CD11c -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.29650617794351336 IFNa_LPS_Control_1 PTLG025 CD11c -MFI PTLG025 1 #8E000C
PTLG025_IFNa_LPS_Control_2 0.385722190707247 IFNa_LPS_Control_2 PTLG025 CD11c -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.3434389407451305 Unstim_Control_1 PTLG025 CD11c -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.2744224408141803 Unstim_Control_2 PTLG025 CD11c -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.34560695680269765 IFNa_LPS_Control_1 PTLG026 CD11c -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.4276550002759011 IFNa_LPS_Control_2 PTLG026 CD11c -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.3973225722314656 Unstim_Control_1 PTLG026 CD11c -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.2080054022254769 Unstim_Control_2 PTLG026 CD11c -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0.3545772930230632 IFNa_LPS_Control_1 PTLG027 CD11c -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.4425831111972772 IFNa_LPS_Control_2 PTLG027 CD11c -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.4116154937199023 Unstim_Control_1 PTLG027 CD11c -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.22693995649390963 Unstim_Control_2 PTLG027 CD11c -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.33851796120534705 IFNa_LPS_Control_1 PTLG028 CD11c -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.413442331678975 IFNa_LPS_Control_2 PTLG028 CD11c -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.36021439013144985 Unstim_Control_1 PTLG028 CD11c -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.3035945481500596 Unstim_Control_2 PTLG028 CD11c -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.3478219670441335 IFNa_LPS_Control_1 PTLG030 CD11c -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.4389449229822792 IFNa_LPS_Control_2 PTLG030 CD11c -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.3618984979061157 Unstim_Control_1 PTLG030 CD11c -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.32779297339706776 Unstim_Control_2 PTLG030 CD11c -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.37297548544359904 IFNa_LPS_Control_1 PTLG031 CD11c -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.46129185111762994 IFNa_LPS_Control_2 PTLG031 CD11c -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.42186245469718453 Unstim_Control_1 PTLG031 CD11c -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.3340310407704474 Unstim_Control_2 PTLG031 CD11c -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0.3786685518229003 IFNa_LPS_Control_1 PTLG032 CD11c -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.4590626349595056 IFNa_LPS_Control_2 PTLG032 CD11c -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.4250456890415268 Unstim_Control_1 PTLG032 CD11c -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.3453482718704633 Unstim_Control_2 PTLG032 CD11c -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.33851602291973026 IFNa_LPS_Control_1 PTLG033 CD11c -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0.4244783949441289 IFNa_LPS_Control_2 PTLG033 CD11c -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.32656989419022686 Unstim_Control_1 PTLG033 CD11c -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.33284038896571383 Unstim_Control_2 PTLG033 CD11c -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0.35947152865114135 IFNa_LPS_Control_1 PTLG034 CD11c -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.4529592050325937 IFNa_LPS_Control_2 PTLG034 CD11c -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.3782310056978513 Unstim_Control_1 PTLG034 CD11c -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0.3683403679554254 Unstim_Control_2 PTLG034 CD11c -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG021 CD123 -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG021 CD123 -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0 Unstim_Control_1 PTLG021 CD123 -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0 Unstim_Control_2 PTLG021 CD123 -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG025 CD123 -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG025 CD123 -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0 Unstim_Control_1 PTLG025 CD123 -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0 Unstim_Control_2 PTLG025 CD123 -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG026 CD123 -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG026 CD123 -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0 Unstim_Control_1 PTLG026 CD123 -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0 Unstim_Control_2 PTLG026 CD123 -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG027 CD123 -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG027 CD123 -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0 Unstim_Control_1 PTLG027 CD123 -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0 Unstim_Control_2 PTLG027 CD123 -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG028 CD123 -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG028 CD123 -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0 Unstim_Control_1 PTLG028 CD123 -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0 Unstim_Control_2 PTLG028 CD123 -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG030 CD123 -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG030 CD123 -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0 Unstim_Control_1 PTLG030 CD123 -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0 Unstim_Control_2 PTLG030 CD123 -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG031 CD123 -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG031 CD123 -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0 Unstim_Control_1 PTLG031 CD123 -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0 Unstim_Control_2 PTLG031 CD123 -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG032 CD123 -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG032 CD123 -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0 Unstim_Control_1 PTLG032 CD123 -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0 Unstim_Control_2 PTLG032 CD123 -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG033 CD123 -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG033 CD123 -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0 Unstim_Control_1 PTLG033 CD123 -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0 Unstim_Control_2 PTLG033 CD123 -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG034 CD123 -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG034 CD123 -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0 Unstim_Control_1 PTLG034 CD123 -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0 Unstim_Control_2 PTLG034 CD123 -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.9294041886628326 IFNa_LPS_Control_1 PTLG021 CREB -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.9400845166432391 IFNa_LPS_Control_2 PTLG021 CREB -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.6162692832201025 Unstim_Control_1 PTLG021 CREB -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.5920863077895416 Unstim_Control_2 PTLG021 CREB -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.9334480320521314 IFNa_LPS_Control_1 PTLG025 CREB -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0.9455304348863859 IFNa_LPS_Control_2 PTLG025 CREB -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.6493855449921886 Unstim_Control_1 PTLG025 CREB -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.6453234833493805 Unstim_Control_2 PTLG025 CREB -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.9797510744896795 IFNa_LPS_Control_1 PTLG026 CREB -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.9611610859955751 IFNa_LPS_Control_2 PTLG026 CREB -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.5790781550688263 Unstim_Control_1 PTLG026 CREB -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.5972902035874084 Unstim_Control_2 PTLG026 CREB -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0.9880990511667688 IFNa_LPS_Control_1 PTLG027 CREB -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.9951571036412583 IFNa_LPS_Control_2 PTLG027 CREB -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.601763399460501 Unstim_Control_1 PTLG027 CREB -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.609587558526399 Unstim_Control_2 PTLG027 CREB -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.9100067246005802 IFNa_LPS_Control_1 PTLG028 CREB -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.9160786710421219 IFNa_LPS_Control_2 PTLG028 CREB -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.6173336602210431 Unstim_Control_1 PTLG028 CREB -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.6043847567216345 Unstim_Control_2 PTLG028 CREB -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.9046937611394541 IFNa_LPS_Control_1 PTLG030 CREB -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.9077352629160406 IFNa_LPS_Control_2 PTLG030 CREB -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.6014647569220825 Unstim_Control_1 PTLG030 CREB -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.5998604859028153 Unstim_Control_2 PTLG030 CREB -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 1.0030710750524365 IFNa_LPS_Control_1 PTLG031 CREB -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.9988778427363054 IFNa_LPS_Control_2 PTLG031 CREB -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.6236863894271791 Unstim_Control_1 PTLG031 CREB -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.6351231057728263 Unstim_Control_2 PTLG031 CREB -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 1.006274920791421 IFNa_LPS_Control_1 PTLG032 CREB -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.974248950232121 IFNa_LPS_Control_2 PTLG032 CREB -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.6025862565932333 Unstim_Control_1 PTLG032 CREB -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.6232935220256244 Unstim_Control_2 PTLG032 CREB -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.6035684182725035 IFNa_LPS_Control_1 PTLG033 CREB -MFI PTLG033 1 #8E000C
PTLG033_IFNa_LPS_Control_2 0.7529211861719506 IFNa_LPS_Control_2 PTLG033 CREB -MFI PTLG033 1 #8E000C
